median_house_value,median_income,housing_median_age,total_rooms,population,households,latitude,longitude,AveRooms,AveBedrms,AveOccup
150000.0,1.2852,51.0,936.0,517.0,249.0,37.83,-122.26,3.7590361445783134,1.248995983935743,2.076305220883534
118800.0,1.025,49.0,713.0,462.0,189.0,37.84,-122.26,3.7724867724867726,1.0687830687830688,2.4444444444444446
188800.0,3.9643,52.0,950.0,467.0,198.0,37.84,-122.26,4.797979797979798,1.02020202020202,2.3585858585858586
184400.0,3.0125,52.0,1443.0,660.0,292.0,37.83,-122.26,4.941780821917808,1.0650684931506849,2.26027397260274
182300.0,2.6768,52.0,1656.0,718.0,382.0,37.83,-122.26,4.335078534031414,1.0994764397905759,1.8795811518324608
142500.0,2.026,50.0,1125.0,616.0,304.0,37.83,-122.26,3.700657894736842,1.0592105263157894,2.026315789473684
137500.0,1.7348,43.0,1007.0,558.0,253.0,37.82,-122.27,3.9802371541501977,1.233201581027668,2.205533596837945
187500.0,0.9506,40.0,624.0,423.0,160.0,37.82,-122.26,3.9,1.21875,2.64375
112500.0,1.775,40.0,946.0,700.0,352.0,37.82,-122.27,2.6875,1.0653409090909092,1.9886363636363635
171900.0,0.9218,21.0,896.0,735.0,438.0,37.82,-122.27,2.045662100456621,1.0342465753424657,1.678082191780822
93800.0,1.5045,43.0,1868.0,1061.0,407.0,37.82,-122.27,4.58968058968059,1.1203931203931203,2.6068796068796067
97500.0,1.1108,41.0,3221.0,1959.0,720.0,37.82,-122.27,4.473611111111111,1.1847222222222222,2.720833333333333
104200.0,1.2475,52.0,1630.0,1162.0,400.0,37.82,-122.27,4.075,1.14,2.905
87500.0,1.6098,52.0,1170.0,701.0,233.0,37.82,-122.28,5.021459227467811,1.0085836909871244,3.0085836909871246
83100.0,1.4113,52.0,945.0,576.0,220.0,37.82,-122.28,4.295454545454546,1.1045454545454545,2.618181818181818
87500.0,1.5057,52.0,1238.0,622.0,259.0,37.82,-122.28,4.77992277992278,1.111969111969112,2.4015444015444016
85300.0,0.8172,52.0,1489.0,728.0,244.0,37.82,-122.28,6.102459016393443,1.3729508196721312,2.9836065573770494
80300.0,1.2171,52.0,1387.0,1074.0,304.0,37.82,-122.28,4.5625,1.1217105263157894,3.5328947368421053
60000.0,2.5625,2.0,158.0,94.0,57.0,37.82,-122.29,2.7719298245614037,0.7543859649122807,1.6491228070175439
75700.0,3.3929,52.0,1121.0,554.0,187.0,37.83,-122.29,5.994652406417113,1.1283422459893049,2.962566844919786
75000.0,6.1183,49.0,135.0,86.0,23.0,37.82,-122.29,5.869565217391305,1.2608695652173914,3.739130434782609
86100.0,0.9011,50.0,760.0,377.0,122.0,37.81,-122.29,6.229508196721311,1.5573770491803278,3.0901639344262297
76100.0,1.191,52.0,1224.0,521.0,159.0,37.81,-122.3,7.69811320754717,1.490566037735849,3.2767295597484276
73500.0,2.5938,48.0,828.0,392.0,133.0,37.81,-122.3,6.225563909774436,1.368421052631579,2.9473684210526314
78400.0,1.1667,52.0,1010.0,604.0,187.0,37.81,-122.3,5.401069518716578,1.1176470588235294,3.229946524064171
84400.0,0.8056,48.0,1455.0,788.0,332.0,37.81,-122.3,4.382530120481928,1.0662650602409638,2.3734939759036147
81300.0,2.6094,52.0,1027.0,492.0,147.0,37.8,-122.29,6.98639455782313,1.6598639455782314,3.3469387755102042
85000.0,1.8516,52.0,572.0,274.0,82.0,37.81,-122.3,6.975609756097561,1.329268292682927,3.341463414634146
129200.0,0.9802,46.0,2801.0,1823.0,611.0,37.81,-122.29,4.584288052373159,1.0540098199672667,2.983633387888707
82500.0,1.7719,26.0,768.0,392.0,127.0,37.81,-122.29,6.047244094488189,1.1968503937007875,3.0866141732283463
95200.0,0.7286,46.0,935.0,582.0,277.0,37.81,-122.29,3.375451263537906,1.0722021660649819,2.101083032490975
75000.0,1.75,49.0,844.0,560.0,152.0,37.81,-122.29,5.552631578947368,1.3421052631578947,3.6842105263157894
67500.0,0.4999,46.0,12.0,18.0,7.0,37.81,-122.29,1.7142857142857142,0.5714285714285714,2.5714285714285716
137500.0,2.483,20.0,835.0,290.0,133.0,37.81,-122.29,6.2781954887218046,1.2105263157894737,2.180451127819549
177500.0,0.9241,17.0,1237.0,762.0,439.0,37.81,-122.28,2.8177676537585423,1.0523917995444192,1.7357630979498861
102100.0,2.4464,36.0,2914.0,1236.0,509.0,37.81,-122.28,5.724950884086444,1.1041257367387034,2.4282907662082516
108300.0,1.1111,19.0,1207.0,721.0,207.0,37.81,-122.28,5.830917874396135,1.173913043478261,3.4830917874396135
112500.0,0.8026,23.0,1745.0,1054.0,325.0,37.81,-122.29,5.369230769230769,1.1507692307692308,3.243076923076923
131300.0,2.0114,38.0,684.0,344.0,155.0,37.8,-122.28,4.412903225806452,1.135483870967742,2.2193548387096773
162500.0,1.5,17.0,924.0,609.0,289.0,37.81,-122.28,3.1972318339100347,1.0,2.1072664359861593
112500.0,1.1667,52.0,210.0,183.0,56.0,37.81,-122.27,3.75,1.0,3.267857142857143
112500.0,1.5208,52.0,340.0,200.0,87.0,37.81,-122.28,3.9080459770114944,1.1149425287356323,2.2988505747126435
137500.0,0.8075,52.0,386.0,346.0,155.0,37.81,-122.28,2.490322580645161,1.0580645161290323,2.232258064516129
118800.0,1.8088,35.0,948.0,467.0,169.0,37.81,-122.28,5.609467455621302,1.0887573964497042,2.7633136094674557
98200.0,2.4083,52.0,773.0,377.0,115.0,37.81,-122.28,6.721739130434782,1.2434782608695651,3.2782608695652176
118800.0,0.977,40.0,880.0,582.0,380.0,37.81,-122.27,2.3157894736842106,1.186842105263158,1.5315789473684212
162500.0,0.76,10.0,875.0,546.0,330.0,37.81,-122.27,2.6515151515151514,1.0545454545454545,1.6545454545454545
137500.0,0.9722,10.0,105.0,125.0,39.0,37.8,-122.27,2.6923076923076925,1.0769230769230769,3.2051282051282053
500001.0,1.2434,52.0,249.0,396.0,85.0,37.8,-122.27,2.929411764705882,0.9176470588235294,4.658823529411765
162500.0,2.0938,16.0,994.0,800.0,362.0,37.8,-122.27,2.74585635359116,1.0828729281767955,2.2099447513812156
137500.0,0.8668,52.0,215.0,904.0,88.0,37.8,-122.28,2.4431818181818183,0.9886363636363636,10.272727272727273
162500.0,0.75,52.0,96.0,191.0,34.0,37.8,-122.28,2.823529411764706,0.9117647058823529,5.617647058823529
187500.0,2.6354,27.0,1055.0,718.0,302.0,37.79,-122.27,3.493377483443709,1.1490066225165563,2.377483443708609
179200.0,1.8477,39.0,1715.0,1327.0,467.0,37.8,-122.27,3.6723768736616704,1.3340471092077089,2.841541755888651
130000.0,2.0096,36.0,5329.0,3469.0,2323.0,37.8,-122.26,2.294016358157555,1.066293585880327,1.493327593628928
183800.0,2.8345,31.0,4596.0,2048.0,1180.0,37.82,-122.26,3.8949152542372882,1.1279661016949152,1.735593220338983
125000.0,2.0062,29.0,335.0,202.0,91.0,37.81,-122.26,3.681318681318681,1.1758241758241759,2.21978021978022
170000.0,1.2185,22.0,3682.0,2024.0,1250.0,37.82,-122.26,2.9456,1.016,1.6192
193100.0,2.6104,37.0,3633.0,1838.0,980.0,37.82,-122.26,3.7071428571428573,1.1071428571428572,1.8755102040816327
257800.0,2.4912,29.0,4656.0,2304.0,1250.0,37.81,-122.25,3.7248,1.1312,1.8432
273400.0,3.2177,28.0,5806.0,2563.0,1497.0,37.81,-122.25,3.8784235136940546,1.070808283233133,1.7120908483633934
237500.0,3.125,39.0,854.0,389.0,228.0,37.81,-122.25,3.745614035087719,1.0614035087719298,1.706140350877193
350000.0,2.5795,52.0,2155.0,895.0,613.0,37.81,-122.25,3.5154975530179446,1.1435562805872757,1.4600326264274062
335700.0,2.8406,34.0,5871.0,2689.0,1789.0,37.81,-122.26,3.281721632196758,1.0698714365567357,1.5030743432084963
313400.0,4.9306,52.0,1509.0,674.0,244.0,37.82,-122.24,6.184426229508197,0.9221311475409836,2.762295081967213
268500.0,3.2727,52.0,2026.0,709.0,456.0,37.81,-122.24,4.442982456140351,1.0570175438596492,1.5548245614035088
259400.0,3.1691,52.0,1758.0,686.0,422.0,37.81,-122.25,4.165876777251185,1.0900473933649288,1.6255924170616114
275700.0,3.9,52.0,3481.0,1444.0,718.0,37.82,-122.24,4.848189415041783,1.0459610027855153,2.011142061281337
225000.0,3.9063,28.0,3337.0,1520.0,802.0,37.82,-122.25,4.160847880299252,1.0660847880299251,1.8952618453865338
262500.0,5.0917,52.0,1424.0,550.0,253.0,37.82,-122.25,5.628458498023716,1.1422924901185771,2.1739130434782608
218500.0,2.6429,32.0,3809.0,1806.0,1022.0,37.82,-122.25,3.7270058708414875,1.0743639921722115,1.7671232876712328
255000.0,3.0233,26.0,3959.0,1749.0,1217.0,37.82,-122.25,3.2530813475760065,0.9827444535743632,1.4371405094494658
224100.0,3.1484,52.0,2376.0,939.0,519.0,37.83,-122.25,4.578034682080925,1.0770712909441233,1.8092485549132948
243100.0,3.4722,35.0,1613.0,675.0,422.0,37.83,-122.25,3.822274881516588,1.014218009478673,1.599526066350711
231600.0,3.1429,52.0,1279.0,534.0,291.0,37.83,-122.25,4.3951890034364265,0.9862542955326461,1.8350515463917525
218500.0,2.4234,28.0,5022.0,2558.0,1661.0,37.83,-122.25,3.0234798314268514,1.053582179409994,1.5400361228175798
234100.0,3.0897,52.0,4190.0,1786.0,1037.0,37.83,-122.25,4.040501446480231,1.0655737704918034,1.7222757955641272
327600.0,5.8596,50.0,2515.0,970.0,373.0,37.84,-122.23,6.742627345844504,1.0697050938337802,2.6005361930294906
347600.0,5.2868,47.0,3175.0,1098.0,485.0,37.84,-122.23,6.546391752577319,0.9360824742268041,2.263917525773196
366100.0,5.956,41.0,2576.0,794.0,376.0,37.83,-122.24,6.851063829787234,1.0797872340425532,2.1117021276595747
335000.0,4.9643,37.0,334.0,98.0,47.0,37.85,-122.24,7.1063829787234045,1.148936170212766,2.0851063829787235
373600.0,6.3434,52.0,2800.0,1061.0,403.0,37.85,-122.23,6.947890818858561,1.0198511166253101,2.632754342431762
389500.0,5.1773,52.0,3529.0,1177.0,555.0,37.84,-122.24,6.358558558558559,1.0342342342342343,2.120720720720721
391100.0,7.2354,52.0,2612.0,901.0,367.0,37.85,-122.24,7.11716621253406,0.9945504087193461,2.455040871934605
337300.0,5.457,28.0,5287.0,2031.0,956.0,37.85,-122.22,5.5303347280334725,1.096234309623431,2.1244769874476988
295200.0,7.5,50.0,2935.0,1031.0,479.0,37.84,-122.22,6.127348643006263,0.9874739039665971,2.152400835073069
292300.0,6.0194,44.0,3424.0,1358.0,597.0,37.84,-122.21,5.735343383584589,1.0,2.274706867671692
411500.0,7.5544,40.0,4991.0,1616.0,654.0,37.83,-122.21,7.631498470948012,1.0305810397553516,2.470948012232416
311500.0,6.0666,30.0,2211.0,844.0,343.0,37.84,-122.2,6.446064139941691,1.0087463556851313,2.4606413994169096
325900.0,7.0548,34.0,3038.0,1140.0,496.0,37.84,-122.21,6.125,0.9879032258064516,2.2983870967741935
392600.0,11.6017,18.0,1617.0,533.0,194.0,37.84,-122.19,8.335051546391753,1.0824742268041236,2.747422680412371
319300.0,7.4882,35.0,2865.0,1072.0,443.0,37.84,-122.2,6.467268623024831,1.0383747178329572,2.419864559819413
333300.0,6.8976,34.0,5065.0,1627.0,766.0,37.83,-122.21,6.6122715404699735,1.0287206266318538,2.1240208877284594
335200.0,8.2049,28.0,1326.0,463.0,190.0,37.83,-122.19,6.978947368421053,0.968421052631579,2.4368421052631577
351200.0,8.401,26.0,1589.0,542.0,211.0,37.83,-122.2,7.530805687203792,1.0568720379146919,2.5687203791469195
368900.0,6.8538,29.0,1791.0,661.0,269.0,37.83,-122.19,6.657992565055762,1.0074349442379182,2.45724907063197
365900.0,8.317,32.0,1835.0,635.0,263.0,37.82,-122.19,6.977186311787072,1.0038022813688212,2.414448669201521
366700.0,7.0175,37.0,1229.0,420.0,176.0,37.82,-122.2,6.982954545454546,1.0284090909090908,2.3863636363636362
362800.0,6.3302,39.0,3770.0,1265.0,500.0,37.82,-122.2,7.54,1.068,2.53
483300.0,6.3624,30.0,292.0,126.0,52.0,37.81,-122.18,5.615384615384615,0.7307692307692307,2.423076923076923
331400.0,7.0549,52.0,2375.0,813.0,350.0,37.82,-122.21,6.785714285714286,0.9514285714285714,2.322857142857143
323500.0,6.7851,45.0,2964.0,1067.0,426.0,37.81,-122.2,6.957746478873239,1.0234741784037558,2.504694835680751
216700.0,2.8929,50.0,2833.0,1260.0,552.0,37.8,-122.21,5.132246376811594,1.0960144927536233,2.282608695652174
233100.0,3.0812,38.0,2254.0,951.0,487.0,37.8,-122.21,4.628336755646817,1.0985626283367556,1.9527720739219712
296400.0,5.2402,52.0,1389.0,510.0,224.0,37.81,-122.21,6.200892857142857,0.9464285714285714,2.2767857142857144
273700.0,6.5217,52.0,1971.0,765.0,308.0,37.81,-122.22,6.39935064935065,1.0876623376623376,2.4837662337662336
227700.0,3.2632,52.0,2183.0,1129.0,460.0,37.8,-122.22,4.745652173913044,1.0108695652173914,2.4543478260869565
199600.0,3.0298,52.0,2286.0,1073.0,441.0,37.8,-122.22,5.183673469387755,1.0521541950113378,2.433106575963719
239800.0,4.5428,52.0,2721.0,1185.0,515.0,37.8,-122.22,5.283495145631068,1.050485436893204,2.3009708737864076
270100.0,4.072,52.0,2024.0,756.0,340.0,37.81,-122.22,5.952941176470588,0.9970588235294118,2.223529411764706
302100.0,5.3509,52.0,2944.0,1034.0,521.0,37.81,-122.22,5.65067178502879,1.0287907869481765,1.9846449136276392
269500.0,3.1603,52.0,2033.0,787.0,459.0,37.8,-122.23,4.429193899782135,1.0588235294117647,1.7145969498910676
314700.0,4.7708,52.0,1433.0,612.0,213.0,37.81,-122.23,6.727699530516432,1.0751173708920188,2.8732394366197185
390100.0,8.156399999999998,52.0,2927.0,1021.0,380.0,37.81,-122.22,7.7026315789473685,1.0578947368421052,2.6868421052631577
410300.0,8.8793,52.0,2315.0,861.0,258.0,37.81,-122.23,8.972868217054264,1.1317829457364341,3.3372093023255816
352400.0,6.8591,52.0,2485.0,953.0,327.0,37.81,-122.24,7.599388379204893,0.9571865443425076,2.914373088685015
287300.0,6.0302,52.0,1490.0,634.0,256.0,37.81,-122.24,5.8203125,0.9296875,2.4765625
348700.0,7.508,52.0,2814.0,878.0,352.0,37.81,-122.23,7.994318181818182,1.0369318181818181,2.4943181818181817
243800.0,2.7477,52.0,2093.0,918.0,483.0,37.81,-122.24,4.333333333333333,1.1387163561076605,1.9006211180124224
211500.0,2.1944,52.0,888.0,360.0,175.0,37.8,-122.24,5.074285714285714,0.96,2.057142857142857
218400.0,3.0149,52.0,2087.0,1197.0,488.0,37.8,-122.25,4.276639344262295,1.0450819672131149,2.4528688524590163
269900.0,3.675,52.0,2513.0,1048.0,518.0,37.81,-122.24,4.851351351351352,0.9691119691119691,2.023166023166023
218800.0,3.225,46.0,3232.0,1373.0,747.0,37.81,-122.25,4.326639892904953,1.1178045515394912,1.8380187416331994
225000.0,2.9345,42.0,4120.0,1715.0,1015.0,37.8,-122.25,4.059113300492611,1.0492610837438423,1.6896551724137931
250000.0,2.1429,43.0,2364.0,1359.0,722.0,37.8,-122.25,3.2742382271468142,1.0969529085872576,1.8822714681440442
171400.0,1.6121,41.0,1471.0,1062.0,413.0,37.8,-122.25,3.5617433414043584,1.1355932203389831,2.5714285714285716
193800.0,1.3929,29.0,2468.0,1335.0,773.0,37.8,-122.25,3.1927554980595083,1.1177231565329884,1.7270375161707632
125000.0,2.3173,27.0,1632.0,1171.0,429.0,37.79,-122.24,3.804195804195804,1.1468531468531469,2.7296037296037294
97500.0,1.7772,45.0,1786.0,1475.0,460.0,37.79,-122.25,3.882608695652174,1.1434782608695653,3.2065217391304346
125000.0,2.6458,50.0,629.0,742.0,196.0,37.79,-122.25,3.2091836734693877,0.9591836734693877,3.7857142857142856
138800.0,2.181,52.0,1339.0,1086.0,363.0,37.79,-122.25,3.6887052341597797,1.0771349862258952,2.9917355371900825
116700.0,2.2303,36.0,1678.0,1645.0,543.0,37.8,-122.25,3.0902394106813995,1.1160220994475138,3.029465930018416
151800.0,1.6504,43.0,2344.0,1710.0,644.0,37.8,-122.25,3.639751552795031,1.0046583850931676,2.6552795031055902
127000.0,2.2697,52.0,996.0,731.0,228.0,37.8,-122.24,4.368421052631579,1.0,3.206140350877193
128600.0,2.1563,52.0,1591.0,1118.0,347.0,37.8,-122.24,4.585014409221902,1.07492795389049,3.2219020172910664
140600.0,2.1348,52.0,1586.0,1006.0,335.0,37.8,-122.24,4.7343283582089555,1.1880597014925374,3.002985074626866
182700.0,2.6292,47.0,2046.0,1213.0,554.0,37.8,-122.24,3.693140794223827,1.0613718411552346,2.1895306859205776
146900.0,2.3833,52.0,1192.0,772.0,257.0,37.8,-122.23,4.638132295719845,1.1245136186770428,3.0038910505836576
122800.0,2.957,52.0,1803.0,1321.0,401.0,37.8,-122.24,4.496259351620948,1.0473815461346634,3.29426433915212
169300.0,2.5238,49.0,2838.0,1487.0,677.0,37.8,-122.24,4.192023633677991,1.106351550960118,2.1964549483013296
126600.0,1.9375,52.0,783.0,488.0,186.0,37.8,-122.23,4.209677419354839,0.989247311827957,2.6236559139784945
127900.0,1.9028,51.0,1590.0,949.0,392.0,37.8,-122.23,4.0561224489795915,1.0561224489795917,2.420918367346939
123500.0,2.25,50.0,1746.0,1149.0,415.0,37.8,-122.23,4.20722891566265,1.1566265060240963,2.7686746987951807
111900.0,2.3929,52.0,1252.0,844.0,280.0,37.8,-122.23,4.4714285714285715,1.0678571428571428,3.0142857142857142
112800.0,2.1917,43.0,5963.0,4367.0,1231.0,37.79,-122.23,4.844029244516653,1.091795288383428,3.5475223395613322
107900.0,2.9357,52.0,1783.0,1659.0,412.0,37.79,-122.23,4.327669902912621,0.9587378640776699,4.026699029126213
137500.0,1.8854,30.0,999.0,1011.0,263.0,37.79,-122.23,3.7984790874524714,1.0038022813688212,3.844106463878327
105500.0,2.1638,39.0,1469.0,1464.0,389.0,37.79,-122.24,3.776349614395887,1.1079691516709511,3.763496143958869
95500.0,2.125,47.0,1372.0,1237.0,303.0,37.79,-122.24,4.528052805280528,1.3036303630363035,4.082508250825082
116100.0,3.375,52.0,674.0,647.0,168.0,37.79,-122.24,4.011904761904762,1.0714285714285714,3.8511904761904763
112200.0,2.2542,43.0,1626.0,1284.0,357.0,37.79,-122.24,4.554621848739496,1.0532212885154062,3.596638655462185
75000.0,2.1,51.0,175.0,228.0,55.0,37.79,-122.25,3.1818181818181817,0.7818181818181819,4.1454545454545455
112500.0,1.6,39.0,461.0,381.0,123.0,37.79,-122.25,3.747967479674797,1.048780487804878,3.097560975609756
125000.0,3.625,52.0,902.0,846.0,227.0,37.79,-122.25,3.973568281938326,1.0440528634361232,3.7268722466960353
115000.0,1.6929,20.0,2373.0,1659.0,676.0,37.8,-122.26,3.510355029585799,1.1523668639053255,2.4541420118343193
95000.0,1.6471,52.0,391.0,520.0,138.0,37.77,-122.22,2.8333333333333335,0.927536231884058,3.7681159420289854
96400.0,2.59,52.0,1137.0,866.0,259.0,37.77,-122.22,4.38996138996139,1.162162162162162,3.3436293436293436
72000.0,2.57,52.0,769.0,612.0,183.0,37.77,-122.23,4.202185792349726,1.1256830601092895,3.3442622950819674
71300.0,2.6429,52.0,472.0,415.0,126.0,37.78,-122.23,3.746031746031746,1.1587301587301588,3.2936507936507935
80800.0,3.0257,52.0,862.0,994.0,213.0,37.78,-122.23,4.046948356807512,1.0093896713615023,4.666666666666667
128800.0,1.4886,50.0,1920.0,1525.0,477.0,37.78,-122.22,4.0251572327044025,1.1111111111111112,3.19706498951782
112500.0,1.9338,43.0,1420.0,1506.0,438.0,37.78,-122.23,3.2420091324200913,1.0776255707762556,3.4383561643835616
119400.0,1.4844,52.0,986.0,1008.0,255.0,37.78,-122.23,3.8666666666666667,1.011764705882353,3.9529411764705884
118100.0,1.6009,44.0,2340.0,2813.0,751.0,37.78,-122.23,3.1158455392809588,1.0985352862849533,3.745672436750999
122500.0,2.0375,48.0,1696.0,1481.0,343.0,37.79,-122.23,4.944606413994169,1.154518950437318,4.317784256559767
106300.0,2.293,49.0,1175.0,859.0,219.0,37.79,-122.23,5.365296803652968,0.9908675799086758,3.922374429223744
132500.0,2.1494,37.0,2343.0,1608.0,523.0,37.79,-122.22,4.479923518164436,1.0975143403441683,3.074569789674952
122700.0,1.6198,30.0,610.0,425.0,140.0,37.79,-122.23,4.357142857142857,1.0357142857142858,3.0357142857142856
113300.0,1.3281,40.0,930.0,564.0,184.0,37.79,-122.23,5.054347826086956,1.0815217391304348,3.0652173913043477
109500.0,3.5156,44.0,1487.0,961.0,272.0,37.79,-122.22,5.466911764705882,1.1544117647058822,3.5330882352941178
164700.0,3.9048,52.0,3424.0,2273.0,685.0,37.79,-122.22,4.998540145985402,1.0072992700729928,3.318248175182482
125000.0,3.0893,52.0,762.0,600.0,195.0,37.79,-122.21,3.9076923076923076,0.9743589743589743,3.076923076923077
124700.0,2.6042,46.0,2366.0,1647.0,527.0,37.79,-122.22,4.489563567362429,1.0910815939278937,3.1252371916508537
136700.0,2.5,49.0,1826.0,1201.0,424.0,37.79,-122.22,4.306603773584905,1.0613207547169812,2.832547169811321
141700.0,2.7969,38.0,3049.0,2167.0,659.0,37.79,-122.22,4.626707132018209,1.078907435508346,3.2883156297420335
150000.0,2.8321,29.0,1640.0,939.0,340.0,37.79,-122.2,4.823529411764706,1.1058823529411765,2.761764705882353
138800.0,2.9583,47.0,1543.0,859.0,292.0,37.79,-122.21,5.284246575342466,1.0513698630136987,2.941780821917808
139200.0,2.8365,34.0,2364.0,1517.0,516.0,37.79,-122.21,4.5813953488372094,1.0794573643410852,2.939922480620155
143800.0,2.875,35.0,1745.0,1143.0,386.0,37.79,-122.21,4.520725388601036,1.0595854922279793,2.961139896373057
156500.0,3.0682,39.0,2003.0,1109.0,464.0,37.8,-122.21,4.316810344827586,1.0775862068965518,2.3900862068965516
151000.0,3.0757,39.0,2018.0,1221.0,446.0,37.8,-122.21,4.524663677130045,1.0022421524663676,2.7376681614349776
273000.0,4.9559,43.0,3045.0,1115.0,455.0,37.8,-122.2,6.6923076923076925,1.0967032967032968,2.4505494505494507
217100.0,4.7721,52.0,1547.0,706.0,268.0,37.8,-122.2,5.772388059701493,1.0932835820895523,2.6343283582089554
187100.0,3.4861,52.0,3519.0,1883.0,706.0,37.8,-122.21,4.984419263456091,1.0070821529745042,2.6671388101983005
239600.0,5.1184,41.0,2070.0,804.0,340.0,37.8,-122.2,6.088235294117647,1.0411764705882354,2.364705882352941
